Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"SMTC",27.37,27.36,"27.12 - 27.52",100,100,86418,100,"2:51pm - <b>27.38</b>","Semtech Corporation"
"SMTX",1.36,1.35,"1.34 - 1.37",2600,300,8703,100,"2:46pm - <b>1.36</b>","SMTC Corporation"
"SNAK",9.46,9.42,"9.35 - 9.62",100,100,41775,100,"2:48pm - <b>9.46</b>","Inventure Foods, Inc."
"SNBC",22.46,22.25,"22.24 - 22.65",100,100,4208,100,"2:48pm - <b>22.25</b>","Sun Bancorp, Inc."
"SNC",11.12,11.08,"11.00 - 11.25",300,100,50501,100,"2:48pm - <b>11.10</b>","State National Companies, Inc."
"SNCR",42.06,42.04,"41.53 - 42.10",100,400,144735,100,"2:50pm - <b>42.04</b>","Synchronoss Technologies, Inc."
"SNDE",12.00,11.80,"11.80 - 12.00",300,100,707,100,"11:24am - <b>11.80</b>","Sundance Energy Australia Limit"
"SNDX",13.13,13.08,"12.76 - 13.41",100,100,31755,100,"2:51pm - <b>13.13</b>","Syndax Pharmaceuticals, Inc."
"SNFCA",5.44,5.40,"5.31 - 5.50",100,100,9366,100,"2:48pm - <b>5.40</b>","Security National Financial Cor"
"SNH",23.63,23.62,"23.17 - 23.67",500,900,942501,100,"2:52pm - <b>23.62</b>","Senior Housing Properties Trust"
"SNHNI",27.43,26.02,"26.01 - 28.66",100,900,14894,369,"2:47pm - <b>26.01</b>","Senior Housing Properties Trust"
"SNHNL",26.48,26.40,"26.37 - 26.74",100,100,31511,100,"2:45pm - <b>26.48</b>","Senior Housing Properties Trust"
"SNHY",30.29,30.21,"29.95 - 30.58",200,100,12802,100,"2:46pm - <b>30.21</b>","Sun Hydraulics Corporation"
"SNI",61.96,61.94,"61.07 - 61.97",100,300,435441,100,"2:51pm - <b>61.94</b>","Scripps Networks Interactive, I"
"SNMX",4.43,4.42,"4.37 - 4.59",100,200,42498,100,"2:47pm - <b>4.42</b>","Senomyx, Inc."
"SNPS",59.23,59.22,"58.94 - 59.37",300,100,377054,100,"2:51pm - <b>59.23</b>","Synopsys, Inc."
"SNSR",15.33,15.28,"15.26 - 15.43",600,100,9974,500,"2:34pm - <b>15.34</b>","Global X Internet of Things The"
"SNSS",4.40,4.36,"4.30 - 4.59",200,200,66617,100,"2:45pm - <b>4.38</b>","Sunesis Pharmaceuticals, Inc."
"SOCL",25.0600,25.0000,"24.8600 - 25.0800",100,1100,30813,300,"2:45pm - <b>25.0259</b>","Global X Social Media Index ETF"
