Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"EXAC",27.50,27.45,"27.41 - 27.87",100,200,25264,100,"3:41pm - <b>27.45</b>","Exactech, Inc."
"EXAS",19.42,19.41,"19.38 - 20.13",2200,1600,1975364,100,"3:42pm - <b>19.42</b>","Exact Sciences Corporation"
"EXEL",15.310,15.300,"14.880 - 15.460",4600,11000,5503625,100,"3:42pm - <b>15.305</b>","Exelixis, Inc."
"EXFO",3.61,3.54,"3.55 - 3.62",1200,100,2039,100,"3:17pm - <b>3.60</b>","EXFO Inc"
"EXLS",50.23,50.21,"49.25 - 50.50",200,100,177683,100,"3:42pm - <b>50.22</b>","ExlService Holdings, Inc."
"EXPD",50.82,50.81,"50.64 - 50.91",600,600,739946,100,"3:42pm - <b>50.81</b>","Expeditors International of Was"
"EXPE",109.13,109.12,"108.50 - 109.59",200,100,789050,100,"3:42pm - <b>109.12</b>","Expedia, Inc."
"EXPO",50.21,50.12,"49.90 - 50.41",200,100,25671,100,"3:42pm - <b>50.19</b>","Exponent, Inc."
"EXTR",4.46,4.45,"4.42 - 4.59",700,2200,733148,100,"3:42pm - <b>4.46</b>","Extreme Networks, Inc."
"EYEG",1.69,1.66,"1.57 - 1.75",100,600,212936,300,"3:30pm - <b>1.69</b>","Eyegate Pharmaceuticals, Inc."
"EYEGW",0.65,0.31,N/A,600,200,0,N/A,"1:29pm - <b>0.50</b>","Eyegate Pharmaceuticals, Inc."
"EYES",3.26,3.25,"3.25 - 3.32",100,5500,105913,100,"3:40pm - <b>3.25</b>","Second Sight Medical Products, "
"EZPW",9.96,9.95,"9.87 - 10.07",1100,700,247199,100,"3:42pm - <b>9.96</b>","EZCORP, Inc."
"FAAR",29.40,29.27,N/A,100,500,0,N/A,"11:42am - <b>29.13</b>","First Trust Alternative Absolut"
"FAB",44.95,44.79,"44.83 - 45.25",1100,1300,2389,100,"3:26pm - <b>44.87</b>","First Trust Multi Cap Value Alp"
"FAD",52.8100,52.6700,"52.6301 - 52.8580",1800,1500,3049,500,"3:37pm - <b>52.8099</b>","First Trust Multi Cap Growth Al"
"FALC",1.05,1.04,"1.04 - 1.08",200,400,18522,100,"3:35pm - <b>1.04</b>","FalconStor Software, Inc."
"FALN",26.59,26.48,"26.59 - 26.59",500,5000,454,250,"9:31am - <b>26.59</b>","iShares Fallen Angels USD Bond "
"FANG",90.38,90.32,"88.89 - 91.35",400,300,959407,100,"3:41pm - <b>90.35</b>","Diamondback Energy, Inc."
"FARM",36.320,36.300,"36.200 - 36.960",200,100,124836,100,"3:39pm - <b>36.345</b>","Farmer Brothers Company"
"FARO",35.50,35.47,"35.47 - 35.99",100,100,45298,100,"3:42pm - <b>35.50</b>","FARO Technologies, Inc."
"FAST",40.19,40.18,"40.14 - 40.44",400,500,946639,100,"3:42pm - <b>40.18</b>","Fastenal Company"
"FATE",3.41,3.40,"3.36 - 3.67",300,100,317569,100,"3:41pm - <b>3.40</b>","Fate Therapeutics, Inc."
"FB",127.45,127.44,"126.80 - 128.16",1300,100,12576428,100,"3:42pm - <b>127.45</b>","Facebook, Inc."
"FBIO",3.04,3.01,"2.98 - 3.12",7800,200,161354,100,"3:41pm - <b>3.04</b>","Fortress Biotech, Inc."
"FBIZ",23.81,23.22,"23.41 - 24.03",400,100,4652,100,"3:34pm - <b>23.41</b>","First Business Financial Servic"
"FBMS",18.41,17.77,"17.73 - 17.73",300,100,125,125,"9:30am - <b>17.73</b>","The First Bancshares, Inc."
"FBNC",19.72,19.70,"19.66 - 20.24",500,100,24835,100,"3:42pm - <b>19.71</b>","First Bancorp"
"FBNK",17.68,17.57,"17.57 - 17.91",100,300,11560,100,"3:22pm - <b>17.57</b>","First Connecticut Bancorp, Inc."
"FBRC",13.29,13.25,"13.25 - 13.90",100,100,11106,100,"3:36pm - <b>13.25</b>","FBR & Co"
"FBSS",14.50,14.36,N/A,200,800,0,N/A,"3:35pm - <b>14.45</b>","Fauquier Bankshares, Inc."
"FBZ",13.780,13.720,"13.730 - 13.910",100,1500,5582,500,"3:22pm - <b>13.753</b>","First Trust Brazil AlphaDEX Fun"
"FCA",20.5500,20.1200,N/A,300,1200,1,N/A,"3:57pm - <b>21.3136</b>","First Trust China AlphaDEX Fund"
"FCAN",23.67,23.65,"23.68 - 23.81",400,200,1385,100,"3:32pm - <b>23.69</b>","First Trust Canada AlphaDEX Fun"
"FCAP",32.17,31.60,"31.00 - 32.63",700,100,3181,100,"2:53pm - <b>32.13</b>","First Capital, Inc."
"FCBC",24.60,24.53,"24.57 - 24.95",100,100,10682,100,"3:38pm - <b>24.57</b>","First Community Bancshares, Inc"
"FCCO",15.44,15.05,"15.29 - 15.44",400,100,200,100,"1:49pm - <b>15.44</b>","First Community Corporation"
"FCCY",13.80,13.28,"13.50 - 13.50",1000,100,100,100,"12:22pm - <b>13.50</b>","1st Constitution Bancorp (NJ)"
"FCEL",5.30,5.29,"5.22 - 5.34",1000,1000,267027,100,"3:42pm - <b>5.29</b>","FuelCell Energy, Inc."
"FCFP",9.49,9.45,"9.26 - 9.50",200,400,18297,100,"3:41pm - <b>9.45</b>","First Community Financial Partn"
"FCNCA",282.04,279.20,"279.63 - 283.17",200,100,15921,100,"3:36pm - <b>279.63</b>","First Citizens BancShares, Inc."
"FCSC",0.7498,0.7440,"0.7414 - 0.8000",100,400,151302,100,"3:41pm - <b>0.7498</b>","Fibrocell Science Inc"
"FCVT",26.20,25.19,N/A,100,200,0,N/A,"12:47pm - <b>26.10</b>","First Trust SSI Strategic Conve"
"FDEF",44.50,44.32,"44.11 - 45.31",200,200,20417,100,"3:40pm - <b>44.36</b>","First Defiance Financial Corp."
"FDIV",51.02,49.84,"50.50 - 50.50",100,1700,240,150,"12:07pm - <b>50.50</b>","First Trust Strategic Income ET"
"FDML",9.53,9.51,"9.49 - 9.73",200,400,49366,100,"3:41pm - <b>9.53</b>","Federal-Mogul Holdings Corporat"
"FDT",48.8400,48.7800,"48.7659 - 48.9223",100,300,8180,114,"3:37pm - <b>48.8264</b>","First Trust Developed Markets E"
"FDTS",34.77,34.55,"34.63 - 34.63",100,100,385,100,"2:44pm - <b>34.63</b>","First Trust Developed Markets e"
"FDUS",15.85,15.80,"15.80 - 15.95",100,100,51563,100,"3:39pm - <b>15.85</b>","Fidus Investment Corporation"
"FEIM",10.55,10.27,"10.25 - 10.40",100,100,1985,100,"11:44am - <b>10.39</b>","Frequency Electronics, Inc."
"FELE",39.38,39.32,"39.26 - 39.79",300,300,31927,100,"3:42pm - <b>39.37</b>","Franklin Electric Co., Inc."
"FEM",20.620,20.570,"20.571 - 20.670",700,800,57891,250,"3:26pm - <b>20.609</b>","First Trust Emerging Markets Al"
"FEMB",43.360,42.850,"43.148 - 43.148",200,100,276,271,"3:13pm - <b>43.148</b>","First Trust Emerging Markets Lo"
"FEMS",32.8000,32.6600,"32.6186 - 32.9699",1100,200,7654,315,"3:23pm - <b>32.7551</b>","First Trust Emerging Markets Sm"
"FENX",3.53,3.51,"3.39 - 3.59",100,200,67849,100,"3:37pm - <b>3.52</b>","Fenix Parts, Inc."
"FEP",29.27,29.25,"29.23 - 29.33",500,500,42519,100,"3:23pm - <b>29.25</b>","First Trust Europe AlphaDEX Fun"
"FES",0.142,0.135,"0.134 - 0.145",2300,10900,171195,228,"3:34pm - <b>0.135</b>","Forbes Energy Services Ltd"
"FEUZ",32.230,31.960,N/A,300,600,0,N/A,"11:55am - <b>32.425</b>","First Trust Eurozone AlphaDEX E"
"FEX",46.3400,46.3300,"46.2872 - 46.5300",1000,2700,104417,125,"3:41pm - <b>46.3364</b>","First Trust Large Cap Core Alph"
"FEYE",14.4400,14.4300,"14.0300 - 14.4890",1600,600,2819956,400,"3:42pm - <b>14.4222</b>","FireEye, Inc."
"FFBC",21.63,21.62,"21.61 - 21.99",400,400,40289,100,"3:40pm - <b>21.63</b>","First Financial Bancorp."
"FFBCW",10.13,10.00,N/A,100,600,0,N/A,"11:09am - <b>10.35</b>","First Financial Bancorp."
"FFHL",0.5000,0.4800,"0.4700 - 0.5000",1900,1000,8105,800,"3:26pm - <b>0.4831</b>","Fuwei Films (Holdings) Co., Ltd"
"FFIC",22.99,22.94,"22.93 - 23.29",200,100,25466,100,"3:42pm - <b>22.94</b>","Flushing Financial Corporation"
"FFIN",35.66,35.64,"35.62 - 36.37",300,100,64606,100,"3:42pm - <b>35.64</b>","First Financial Bankshares, Inc"
"FFIV",119.60,119.57,"119.23 - 121.22",100,200,162265,100,"3:42pm - <b>119.57</b>","F5 Networks, Inc."
"FFKT",30.74,30.25,"30.04 - 30.61",500,200,10747,100,"3:39pm - <b>30.26</b>","Farmers Capital Bank Corporatio"
"FFNW",14.09,14.04,"14.06 - 14.19",400,100,17508,100,"3:25pm - <b>14.06</b>","First Financial Northwest, Inc."
"FFWM",24.41,24.31,"24.27 - 24.54",100,100,16786,100,"3:38pm - <b>24.38</b>","First Foundation Inc."
"FGBI",16.43,16.17,"16.25 - 16.44",1700,100,14196,365,"2:39pm - <b>16.43</b>","FIRST GUARANTY BANC"
"FGEN",21.84,21.83,"21.40 - 22.12",100,100,205922,100,"3:42pm - <b>21.84</b>","FibroGen, Inc"
