Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"MDIV",19.000,18.960,"18.970 - 19.090",6000,3400,177685,263,"3:43pm - <b>18.982</b>","First Trust Multi-Asset Diversi"
"MDLZ",42.72,42.71,"42.65 - 43.01",3100,2200,3832789,300,"3:43pm - <b>42.71</b>","Mondelez International, Inc."
"MDM",5.39,5.38,"5.36 - 5.44",700,1000,22384,100,"3:29pm - <b>5.39</b>","Mountain Province Diamonds Inc."
"MDRX",13.040,13.030,"13.000 - 13.150",6100,3100,1131031,100,"3:43pm - <b>13.035</b>","Allscripts Healthcare Solutions"
"MDSO",55.450,55.420,"55.435 - 56.260",300,300,161547,100,"3:43pm - <b>55.435</b>","Medidata Solutions, Inc."
"MDSY",1.34,1.19,"1.19 - 1.43",500,100,8300,100,"3:03pm - <b>1.20</b>","ModSys International Ltd."
"MDVN",81.43,81.42,"81.42 - 81.45",103800,660400,2747707,200,"3:43pm - <b>81.42</b>","Medivation, Inc."
"MDVX",1.63,1.62,"1.60 - 1.74",100,2800,38714,100,"3:36pm - <b>1.62</b>","Medovex Corp."
"MDVXW",0.20,0.07,N/A,200,5000,86,N/A,"4:51pm - <b>0.20</b>","Medovex Corp."
"MDWD",8.30,8.25,"8.04 - 8.48",100,2000,8781,100,"3:29pm - <b>8.21</b>","MediWound Ltd."
"MDXG",8.690,8.680,"8.620 - 8.890",2300,700,570639,100,"3:43pm - <b>8.685</b>","MiMedx Group, Inc"
"MEDP",29.02,28.93,"28.91 - 30.05",100,200,159918,100,"3:41pm - <b>29.00</b>","Medpace Holdings, Inc."
"MEET",5.840,5.830,"5.710 - 5.860",4900,2500,818463,100,"3:43pm - <b>5.835</b>","MeetMe, Inc."
"MEIP",1.74,1.72,"1.70 - 1.76",22000,3000,119158,100,"3:43pm - <b>1.74</b>","MEI Pharma, Inc."
"MELI",186.84,186.63,"184.59 - 188.03",200,100,224201,100,"3:43pm - <b>186.78</b>","MercadoLibre, Inc."
"MELR",15.12,15.11,"15.08 - 15.24",300,100,10222,100,"3:29pm - <b>15.12</b>","Melrose Bancorp, Inc."
"MEMP",1.60,1.59,"1.55 - 1.66",700,2900,264192,100,"3:43pm - <b>1.59</b>","Memorial Production Partners LP"
"MENT",24.45,24.44,"24.23 - 24.47",700,1100,1055429,100,"3:43pm - <b>24.45</b>","Mentor Graphics Corporation"
"MEOH",30.82,30.81,"30.58 - 31.03",500,700,446930,100,"3:43pm - <b>30.82</b>","Methanex Corporation"
"MERC",8.39,8.38,"8.35 - 8.73",100,200,52031,100,"3:41pm - <b>8.39</b>","Mercer International Inc."
