Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"EXAC",27.45,27.39,"27.41 - 27.87",100,100,25672,100,"3:43pm - <b>27.44</b>","Exactech, Inc."
"EXAS",19.410,19.400,"19.380 - 20.126",1400,900,1989767,5000,"3:43pm - <b>19.405</b>","Exact Sciences Corporation"
"EXEL",15.310,15.300,"14.880 - 15.460",2100,9000,5580510,200,"3:43pm - <b>15.305</b>","Exelixis, Inc."
"EXFO",3.60,3.54,"3.55 - 3.62",100,100,2039,100,"3:17pm - <b>3.60</b>","EXFO Inc"
"EXLS",50.20,50.18,"49.25 - 50.50",100,300,178018,100,"3:43pm - <b>50.20</b>","ExlService Holdings, Inc."
"EXPD",50.80,50.79,"50.64 - 50.91",1200,600,745956,100,"3:43pm - <b>50.79</b>","Expeditors International of Was"
"EXPE",109.09,109.07,"108.50 - 109.59",100,100,791685,100,"3:43pm - <b>109.08</b>","Expedia, Inc."
"EXPO",50.200,50.120,"49.900 - 50.410",200,100,25922,100,"3:42pm - <b>50.155</b>","Exponent, Inc."
"EXTR",4.46,4.45,"4.42 - 4.59",1700,2600,733315,100,"3:42pm - <b>4.46</b>","Extreme Networks, Inc."
"EYEG",1.69,1.66,"1.57 - 1.75",100,600,212936,300,"3:30pm - <b>1.69</b>","Eyegate Pharmaceuticals, Inc."
"EYEGW",0.65,0.31,N/A,600,200,0,N/A,"1:29pm - <b>0.50</b>","Eyegate Pharmaceuticals, Inc."
"EYES",3.26,3.25,"3.25 - 3.32",300,5200,105913,100,"3:40pm - <b>3.25</b>","Second Sight Medical Products, "
"EZPW",9.95,9.94,"9.87 - 10.07",500,400,248862,100,"3:43pm - <b>9.95</b>","EZCORP, Inc."
"FAAR",29.40,29.27,N/A,100,500,0,N/A,"11:42am - <b>29.13</b>","First Trust Alternative Absolut"
"FAB",44.93,44.77,"44.83 - 45.25",1000,1000,2389,100,"3:26pm - <b>44.87</b>","First Trust Multi Cap Value Alp"
"FAD",52.7900,52.6600,"52.6301 - 52.8580",1800,1100,3049,500,"3:37pm - <b>52.8099</b>","First Trust Multi Cap Growth Al"
"FALC",1.05,1.04,"1.04 - 1.08",200,400,18522,100,"3:35pm - <b>1.04</b>","FalconStor Software, Inc."
"FALN",26.59,26.48,"26.59 - 26.59",5000,500,454,250,"9:31am - <b>26.59</b>","iShares Fallen Angels USD Bond "
"FANG",90.39,90.32,"88.89 - 91.35",300,100,963291,100,"3:43pm - <b>90.31</b>","Diamondback Energy, Inc."
"FARM",36.31,36.30,"36.20 - 36.96",300,100,125578,100,"3:42pm - <b>36.30</b>","Farmer Brothers Company"
"FARO",35.55,35.46,"35.47 - 35.99",100,100,46498,100,"3:43pm - <b>35.47</b>","FARO Technologies, Inc."
"FAST",40.16,40.15,"40.14 - 40.44",200,1200,953338,100,"3:43pm - <b>40.16</b>","Fastenal Company"
"FATE",3.41,3.38,"3.36 - 3.67",200,9400,317569,100,"3:41pm - <b>3.40</b>","Fate Therapeutics, Inc."
"FB",127.38,127.36,"126.80 - 128.16",700,1000,12618266,100,"3:43pm - <b>127.37</b>","Facebook, Inc."
"FBIO",3.04,3.01,"2.98 - 3.12",7800,200,161354,100,"3:41pm - <b>3.04</b>","Fortress Biotech, Inc."
"FBIZ",23.81,23.24,"23.41 - 24.03",400,100,4652,100,"3:34pm - <b>23.41</b>","First Business Financial Servic"
"FBMS",18.41,17.77,"17.73 - 17.73",300,100,125,125,"9:30am - <b>17.73</b>","The First Bancshares, Inc."
"FBNC",19.72,19.70,"19.66 - 20.24",500,200,24935,100,"3:43pm - <b>19.70</b>","First Bancorp"
"FBNK",17.64,17.57,"17.57 - 17.91",100,300,11560,100,"3:22pm - <b>17.57</b>","First Connecticut Bancorp, Inc."
"FBRC",13.28,13.25,"13.25 - 13.90",100,100,11106,100,"3:36pm - <b>13.25</b>","FBR & Co"
"FBSS",14.50,14.36,N/A,200,800,0,N/A,"3:35pm - <b>14.45</b>","Fauquier Bankshares, Inc."
"FBZ",13.780,13.720,"13.730 - 13.910",100,500,5582,500,"3:22pm - <b>13.753</b>","First Trust Brazil AlphaDEX Fun"
"FCA",20.5500,20.1200,N/A,1200,300,1,N/A,"3:57pm - <b>21.3136</b>","First Trust China AlphaDEX Fund"
"FCAN",23.66,23.63,"23.68 - 23.81",400,200,1385,100,"3:32pm - <b>23.69</b>","First Trust Canada AlphaDEX Fun"
"FCAP",32.17,31.60,"31.00 - 32.63",700,100,3181,100,"2:53pm - <b>32.13</b>","First Capital, Inc."
"FCBC",24.59,24.53,"24.57 - 24.95",100,100,10682,100,"3:38pm - <b>24.57</b>","First Community Bancshares, Inc"
"FCCO",15.44,15.05,"15.29 - 15.44",400,100,200,100,"1:49pm - <b>15.44</b>","First Community Corporation"
"FCCY",13.80,13.28,"13.50 - 13.50",1000,100,100,100,"12:22pm - <b>13.50</b>","1st Constitution Bancorp (NJ)"
"FCEL",5.30,5.29,"5.22 - 5.34",900,500,267795,100,"3:43pm - <b>5.29</b>","FuelCell Energy, Inc."
"FCFP",9.49,9.45,"9.26 - 9.50",100,400,18397,100,"3:43pm - <b>9.49</b>","First Community Financial Partn"
"FCNCA",284.03,281.26,"279.63 - 283.17",100,200,16457,100,"3:42pm - <b>282.00</b>","First Citizens BancShares, Inc."
"FCSC",0.7498,0.7440,"0.7414 - 0.8000",100,400,151302,100,"3:41pm - <b>0.7498</b>","Fibrocell Science Inc"
"FCVT",26.20,25.19,N/A,200,100,0,N/A,"12:47pm - <b>26.10</b>","First Trust SSI Strategic Conve"
"FDEF",44.48,44.32,"44.11 - 45.31",100,100,20417,100,"3:40pm - <b>44.36</b>","First Defiance Financial Corp."
"FDIV",51.02,49.84,"50.50 - 50.50",100,1700,240,150,"12:07pm - <b>50.50</b>","First Trust Strategic Income ET"
"FDML",9.52,9.49,"9.49 - 9.73",200,300,49484,100,"3:41pm - <b>9.53</b>","Federal-Mogul Holdings Corporat"
"FDT",48.8200,48.7700,"48.7659 - 48.9223",100,300,8191,114,"3:37pm - <b>48.8264</b>","First Trust Developed Markets E"
"FDTS",34.77,34.54,"34.63 - 34.63",100,100,385,100,"2:44pm - <b>34.63</b>","First Trust Developed Markets e"
"FDUS",15.85,15.82,"15.80 - 15.95",100,100,51654,100,"3:39pm - <b>15.85</b>","Fidus Investment Corporation"
"FEIM",10.55,10.26,"10.25 - 10.40",100,500,1985,100,"11:44am - <b>10.39</b>","Frequency Electronics, Inc."
"FELE",39.36,39.31,"39.26 - 39.79",100,100,31929,100,"3:42pm - <b>39.37</b>","Franklin Electric Co., Inc."
"FEM",20.620,20.570,"20.571 - 20.670",600,800,57907,250,"3:26pm - <b>20.609</b>","First Trust Emerging Markets Al"
"FEMB",43.370,42.850,"43.148 - 43.148",200,100,276,271,"3:13pm - <b>43.148</b>","First Trust Emerging Markets Lo"
"FEMS",32.8000,32.6600,"32.6186 - 32.9699",1100,200,7654,315,"3:23pm - <b>32.7551</b>","First Trust Emerging Markets Sm"
"FENX",3.52,3.50,"3.39 - 3.59",200,400,68776,100,"3:43pm - <b>3.50</b>","Fenix Parts, Inc."
"FEP",29.27,29.25,"29.23 - 29.33",700,500,42519,100,"3:23pm - <b>29.25</b>","First Trust Europe AlphaDEX Fun"
"FES",0.142,0.135,"0.134 - 0.145",2300,10900,171195,228,"3:34pm - <b>0.135</b>","Forbes Energy Services Ltd"
"FEUZ",32.210,31.940,N/A,300,600,0,N/A,"11:55am - <b>32.425</b>","First Trust Eurozone AlphaDEX E"
"FEX",46.32,46.30,"46.29 - 46.53",2500,8300,104583,145,"3:43pm - <b>46.32</b>","First Trust Large Cap Core Alph"
"FEYE",14.43,14.42,"14.03 - 14.49",4500,500,2834935,100,"3:43pm - <b>14.42</b>","FireEye, Inc."
"FFBC",21.62,21.61,"21.61 - 21.99",100,100,40453,100,"3:43pm - <b>21.61</b>","First Financial Bancorp."
"FFBCW",10.83,10.00,N/A,100,500,0,N/A,"11:09am - <b>10.35</b>","First Financial Bancorp."
"FFHL",0.5000,0.4800,"0.4700 - 0.5000",1900,1000,8105,800,"3:26pm - <b>0.4831</b>","Fuwei Films (Holdings) Co., Ltd"
"FFIC",22.98,22.94,"22.93 - 23.29",100,100,25517,100,"3:42pm - <b>22.94</b>","Flushing Financial Corporation"
"FFIN",35.64,35.61,"35.61 - 36.37",100,100,65185,100,"3:43pm - <b>35.61</b>","First Financial Bankshares, Inc"
"FFIV",119.50,119.46,"119.23 - 121.22",100,100,163231,100,"3:43pm - <b>119.51</b>","F5 Networks, Inc."
