Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"CLIR",5.89,5.83,"5.78 - 6.00",200,600,58726,100,"3:53pm - <b>5.89</b>","ClearSign Combustion Corporatio"
"CLLS",24.94,24.90,"24.81 - 25.74",200,300,89703,100,"3:57pm - <b>24.92</b>","Cellectis S.A."
"CLMS",6.80,6.79,"6.79 - 6.99",500,14800,73967,719,"3:57pm - <b>6.79</b>","Calamos Asset Management, Inc."
"CLMT",4.9800,4.9700,"4.9600 - 5.2400",1000,2200,311426,1500,"3:57pm - <b>4.9729</b>","Calumet Specialty Products Part"
"CLNE",4.400,4.390,"4.290 - 4.500",10900,5300,2206421,100,"3:57pm - <b>4.395</b>","Clean Energy Fuels Corp."
"CLNT",1.02,1.01,"1.01 - 1.02",1500,400,13949,100,"3:49pm - <b>1.01</b>","Cleantech Solutions Internation"
"CLRB",2.66,2.65,"2.63 - 2.85",400,9000,126667,220,"3:57pm - <b>2.65</b>","Cellectar Biosciences, Inc."
"CLRBW",0.2900,0.2600,N/A,100,400,26,N/A,"12:47pm - <b>0.2632</b>","Cellectar Biosciences, Inc."
"CLRBZ",0.84,0.41,N/A,6500,200,0,N/A,"4:10pm - <b>0.55</b>","Cellectar Biosciences, Inc."
"CLRO",11.20,11.14,"11.19 - 11.25",300,500,19713,100,"3:57pm - <b>11.20</b>","ClearOne, Inc."
"CLSD",15.19,15.04,"14.10 - 16.79",100,200,222786,200,"3:57pm - <b>15.06</b>","Clearside Biomedical, Inc."
"CLSN",1.24,1.23,"1.23 - 1.28",2900,200,52105,275,"3:52pm - <b>1.23</b>","Celsion Corporation"
"CLUB",3.19,3.14,"3.15 - 3.20",300,300,6100,100,"3:50pm - <b>3.19</b>","Town Sports International Holdi"
"CLVS",36.82,36.80,"36.06 - 37.49",100,1200,2467791,100,"3:57pm - <b>36.80</b>","Clovis Oncology, Inc."
