Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"TM",117.21,117.16,"116.50 - 117.32",100,100,225903,100,"3:57pm - <b>117.22</b>","Toyota Motor Corporation Common"
"TMH",31.30,31.29,"30.88 - 31.90",1100,500,737048,100,"3:58pm - <b>31.29</b>","Team Health Holdings, Inc. Team"
"TMHC",17.31,17.30,"16.94 - 17.41",800,300,249964,100,"3:57pm - <b>17.30</b>","Taylor Morrison Home Corporatio"
"TMK",63.18,63.16,"63.04 - 63.63",400,800,336066,100,"3:58pm - <b>63.20</b>","Torchmark Corporation Common St"
"TMK-B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TMK-C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TMO",156.36,156.35,"155.61 - 156.98",200,200,1306834,366,"3:58pm - <b>156.25</b>","Thermo Fisher Scientific Inc Co"
"TMST",9.65,9.64,"9.49 - 9.76",900,3800,296645,100,"3:58pm - <b>9.64</b>","Timken Steel Corporation Common"
"TNC",64.28,64.15,"63.77 - 65.32",400,200,43532,100,"3:57pm - <b>64.17</b>","Tennant Company Common Stock"
"TNET",21.07,21.06,"20.97 - 21.24",1300,500,158914,100,"3:57pm - <b>21.06</b>","TriNet Group, Inc. Common Stock"
"TNH",111.900,111.380,"111.050 - 112.849",200,100,23813,100,"3:52pm - <b>111.605</b>","Terra Nitrogen Company, L.P. Co"
"TNK",2.51,2.50,"2.46 - 2.58",41800,5900,1159582,100,"3:58pm - <b>2.50</b>","Teekay Tankers Ltd."
"TNP",4.87,4.86,"4.86 - 5.06",1700,2000,468241,300,"3:57pm - <b>4.87</b>","Tsakos Energy Navigation Ltd Co"
"TNP-B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TNP-C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TNP-D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TOL",29.330,29.320,"28.930 - 29.340",5100,900,2103150,100,"3:58pm - <b>29.315</b>","Toll Brothers Inc. Common Stock"
"TOO",5.70,5.69,"5.50 - 5.78",4600,1600,1148916,100,"3:57pm - <b>5.70</b>","Teekay Offshore Partners L.P. C"
"TOO-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TOO-B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TOT",46.22,46.21,"46.13 - 46.57",1200,400,1297273,100,"3:58pm - <b>46.24</b>","Total S.A."
