Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"VSLR",2.99,2.98,"2.93 - 3.06",1800,24800,395626,100,"3:44pm - <b>3.00</b>","Vivint Solar, Inc. Common Stock"
"VSTO",39.33,39.31,"39.24 - 39.67",400,300,231600,100,"3:44pm - <b>39.32</b>","Vista Outdoor Inc. Common Stock"
"VTA",11.580,11.570,"11.540 - 11.620",1200,2200,155147,100,"3:44pm - <b>11.579</b>","Invesco Credit Opportunities Fu"
"VTN",15.78,15.74,"15.67 - 15.85",500,100,56019,100,"3:42pm - <b>15.68</b>","Invesco Trust for Investment Gr"
"VTR",72.86,72.85,"71.80 - 73.20",1300,400,1717873,100,"3:44pm - <b>72.85</b>","Ventas, Inc. Common Stock"
"VTRB",27.68,27.49,"27.23 - 27.61",100,100,5724,100,"3:37pm - <b>27.61</b>","Ventas Realty, Limited Partners"
"VTTI",18.820,18.720,"18.260 - 18.988",100,200,88848,100,"3:44pm - <b>18.655</b>","VTTI Energy Partners LP Common "
"VVC",51.70,51.69,"51.40 - 51.91",100,400,283317,100,"3:44pm - <b>51.70</b>","Vectren Corporation Common Stoc"
"VVI",37.19,37.15,"36.67 - 37.38",200,400,37836,100,"3:44pm - <b>37.18</b>","Viad Corp Common Stock"
"VVR",4.32,4.31,"4.31 - 4.33",15500,5800,289960,100,"3:44pm - <b>4.32</b>","Invesco Senior Income Trust Com"
"VVV",23.97,23.94,"23.07 - 23.99",600,600,2628013,400,"3:44pm - <b>23.89</b>","VALVOLINE INC"
"VZ",52.15,52.14,"52.01 - 52.56",2500,1800,7830036,200,"3:44pm - <b>52.14</b>","Verizon Communications Inc. Com"
"VZA",28.16,28.08,"27.90 - 28.16",100,2000,27718,4000,"3:42pm - <b>28.08</b>","Verizon Communications Inc. 5.9"
"W",41.30,41.28,"41.04 - 41.85",200,300,1164002,100,"3:44pm - <b>41.29</b>","Wayfair Inc. Class A Common Sto"
"WAB",78.75,78.72,"76.16 - 79.12",500,200,1622106,100,"3:44pm - <b>78.75</b>","Westinghouse Air Brake Technolo"
"WAC",3.55,3.54,"3.48 - 3.70",700,600,94304,200,"3:43pm - <b>3.54</b>","Walter Investment Management Co"
"WAGE",62.38,62.31,"62.16 - 62.98",200,100,52904,100,"3:43pm - <b>62.33</b>","WageWorks, Inc. Common Stock"
