Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"CLDT",19.71,19.70,"19.69 - 20.03",100,100,91948,100,"3:26pm - <b>19.71</b>","Chatham Lodging Trust (REIT) Co"
"CLF",6.090,6.080,"6.010 - 6.210",2000,12400,5052653,100,"3:27pm - <b>6.085</b>","Cliffs Natural Resources Inc Co"
"CLGX",40.27,40.25,"39.65 - 40.32",400,300,257742,100,"3:26pm - <b>40.26</b>","CoreLogic, Inc. Common Stock"
"CLH",47.11,47.07,"46.32 - 47.14",100,200,155982,100,"3:26pm - <b>47.11</b>","Clean Harbors, Inc. Common Stoc"
"CLI",28.340,28.330,"27.700 - 28.500",600,600,390242,100,"3:27pm - <b>28.355</b>","Mack-Cali Realty Corporation Co"
"CLNY",18.010,18.000,"17.990 - 18.240",700,1300,1267026,100,"3:26pm - <b>18.009</b>","Colony Capital, Inc. Class A Co"
"CLNY-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CLNY-B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CLNY-C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CLR",46.52,46.51,"46.08 - 47.31",100,400,1824389,100,"3:26pm - <b>46.53</b>","Continental Resources, Inc. Com"
"CLS",10.53,10.52,"10.44 - 10.61",1400,200,103424,100,"3:27pm - <b>10.52</b>","Celestica, Inc. Common Stock"
"CLW",62.97,62.80,"62.34 - 63.30",100,400,23582,100,"3:22pm - <b>62.76</b>","Clearwater Paper Corporation Co"
"CLX",125.75,125.73,"125.64 - 126.38",400,200,434892,100,"3:27pm - <b>125.79</b>","Clorox Company (The) Common Sto"
"CM",76.02,76.01,"75.89 - 76.74",300,200,428586,100,"3:27pm - <b>76.03</b>","Canadian Imperial Bank of Comme"
"CMA",45.800,45.780,"45.650 - 46.620",1200,700,1035558,100,"3:27pm - <b>45.805</b>","Comerica Incorporated Common St"
"CMA",45.800,45.780,"45.650 - 46.620",1200,700,1035558,100,"3:27pm - <b>45.805</b>","Comerica Incorporated Common St"
"CMC",16.17,16.16,"16.01 - 16.21",2600,1600,652464,100,"3:26pm - <b>16.16</b>","Commercial Metals Company Commo"
"CMCM",12.54,12.52,"12.41 - 12.85",1200,7600,327964,100,"3:26pm - <b>12.53</b>","Cheetah Mobile Inc. American De"
"CMG",421.50,421.33,"408.59 - 422.60",100,300,803003,100,"3:26pm - <b>421.50</b>","Chipotle Mexican Grill, Inc. Co"
"CMI",120.32,120.30,"120.12 - 121.48",100,200,577465,100,"3:26pm - <b>120.44</b>","Cummins Inc. Common Stock"
"CMN",80.76,80.66,"80.21 - 81.13",100,200,61990,100,"3:25pm - <b>80.54</b>","Cantel Medical Corp. Common Sto"
"CMO",9.76,9.75,"9.74 - 9.88",2500,3600,556101,100,"3:26pm - <b>9.75</b>","Capstead Mortgage Corporation C"
"CMO-E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CMP",71.84,71.79,"71.65 - 72.94",400,200,271994,100,"3:26pm - <b>71.83</b>","Compass Minerals Intl Inc Commo"
"CMRE",9.12,9.09,"9.09 - 9.38",400,4600,125759,100,"3:26pm - <b>9.10</b>","Costamare Inc. Common Stock $0."
"CMRE-B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CMRE-C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CMRE-D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CMS",44.030,44.020,"43.670 - 44.150",600,1000,1409823,100,"3:26pm - <b>44.045</b>","CMS Energy Corporation Common S"
"CMS-B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CMU",5.0600,5.0500,"5.0600 - 5.0850",200,1900,22337,200,"2:49pm - <b>5.0601</b>","MFS Municipal Income Trust Comm"
"CNA",32.6300,32.6000,"32.5000 - 32.8700",200,100,174812,650,"3:26pm - <b>32.6001</b>","CNA Financial Corporation Commo"
