Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"ARA",18.79,18.74,"18.75 - 19.23",400,100,21827,100,"3:32pm - <b>18.82</b>","American Renal Associates Holdi"
"ARC",3.69,3.68,"3.64 - 3.72",100,200,21321,100,"3:29pm - <b>3.70</b>","ARC Document Solutions, Inc. Co"
"ARCO",5.430,5.420,"5.410 - 5.540",1200,3500,434884,100,"3:32pm - <b>5.425</b>","Arcos Dorados Holdings Inc. Cla"
"ARCX",15.0900,15.0300,"14.9600 - 15.1300",500,300,18861,400,"3:21pm - <b>15.0508</b>","Arc Logistic Partners LP Common"
"ARDC",14.76,14.75,"14.64 - 14.77",2700,100,72309,100,"3:34pm - <b>14.76</b>","Ares Dynamic Credit Allocation "
"ARE",114.22,114.16,"112.47 - 114.22",100,400,177491,100,"3:33pm - <b>114.21</b>","Alexandria Real Estate Equities"
"ARE-D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ARE-E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ARES",18.67,18.39,"18.50 - 18.77",100,100,16970,100,"3:32pm - <b>18.67</b>","Ares Management L.P. Common Uni"
"ARES-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ARH-C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ARI",17.180,17.170,"17.060 - 17.250",1300,1900,876967,200,"3:34pm - <b>17.175</b>","Apollo Commercial Real Estate F"
"ARI-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ARI-C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ARL",7.52,7.38,"7.43 - 7.64",200,100,5941,400,"3:07pm - <b>7.50</b>","American Realty Investors, Inc."
"ARMK",37.62,37.61,"37.25 - 37.67",600,500,868584,100,"3:34pm - <b>37.61</b>","Aramark Common Stock"
"AROC",11.92,11.91,"11.79 - 12.21",500,500,271777,200,"3:33pm - <b>11.91</b>","Archrock, Inc. Common Stock"
"ARR",22.46,22.45,"22.41 - 22.77",500,1000,334632,100,"3:34pm - <b>22.45</b>","ARMOUR Residential REIT, Inc."
"ARR-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ARR-B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ARU",25.65,25.60,"25.52 - 25.62",500,100,14438,100,"3:15pm - <b>25.59</b>","Ares Capital Corporation 5.875%"
"ARW",62.910,62.880,"62.680 - 63.570",100,200,312715,300,"3:34pm - <b>62.815</b>","Arrow Electronics, Inc. Common "
"ASA",14.66,14.62,"14.60 - 14.93",100,400,149423,100,"3:33pm - <b>14.64</b>","ASA  Gold and Precious Metals L"
"ASB",19.27,19.26,"19.21 - 19.48",2800,1900,449687,100,"3:34pm - <b>19.27</b>","Associated Banc-Corp Common Sto"
"ASB-C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ASB-D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ASC",7.140,7.130,"7.080 - 7.260",400,300,202634,100,"3:34pm - <b>7.135</b>","Ardmore Shipping Corporation Co"
"ASG",4.31,4.30,"4.25 - 4.31",2900,300,74344,200,"3:31pm - <b>4.30</b>","Liberty All-Star Growth Fund, I"
