Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"PBR",9.070,9.060,"9.030 - 9.200",52400,68100,18330438,500,"3:34pm - <b>9.065</b>","Petroleo Brasileiro S.A.- Petro"
"PBR.A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PBT",7.02,7.00,"6.97 - 7.08",300,5000,52694,100,"3:31pm - <b>7.01</b>","Permian Basin Royalty Trust Com"
"PBYI",69.88,69.81,"67.29 - 69.95",1000,100,727037,100,"3:34pm - <b>69.89</b>","Puma Biotechnology Inc Common S"
"PCF",8.01,7.97,"7.98 - 8.06",100,200,40157,238,"3:25pm - <b>7.98</b>","Putnam High Income Securities F"
"PCG",64.01,64.00,"63.77 - 64.28",1000,300,1487094,200,"3:35pm - <b>63.99</b>","Pacific Gas & Electric Co. Comm"
"PCI",20.2600,20.2500,"20.2100 - 20.3000",900,1300,434359,230,"3:34pm - <b>20.2299</b>","PIMCO Dynamic Credit and Mortga"
"PCK",10.71,10.66,"10.61 - 10.75",300,200,19875,200,"3:27pm - <b>10.66</b>","Pimco California Municipal Inco"
"PCM",9.98,9.95,"9.94 - 10.05",600,2100,65146,100,"3:34pm - <b>9.94</b>","PCM Fund, Inc. Common Stock"
"PCN",15.35,15.32,"15.23 - 15.39",400,200,81583,100,"3:24pm - <b>15.34</b>","Pimco Corporate & Income Strate"
"PCQ",17.0200,16.9200,"16.9200 - 17.0800",500,100,30444,1200,"3:05pm - <b>16.9271</b>","PIMCO California Municipal Inco"
"PDI",28.40,28.37,"28.32 - 28.43",400,400,81877,100,"3:32pm - <b>28.36</b>","PIMCO Dynamic Income Fund Commo"
"PDM",22.09,22.08,"21.65 - 22.10",800,1800,633714,100,"3:35pm - <b>22.09</b>","Piedmont Office Realty Trust, I"
"PDS",3.710,3.700,"3.685 - 3.785",6100,26000,899252,400,"3:35pm - <b>3.715</b>","Precision Drilling Corporation "
"PDT",16.6900,16.6700,"16.6700 - 16.9635",400,500,107119,1000,"3:32pm - <b>16.6736</b>","John Hancock Premium Dividend F"
"PE",31.84,31.83,"31.06 - 32.01",700,400,2124862,100,"3:35pm - <b>31.82</b>","Parsley Energy, Inc. Class A Co"
"PEB",26.16,26.15,"26.08 - 26.45",400,300,889290,100,"3:35pm - <b>26.16</b>","Pebblebrook Hotel Trust Common "
"PEB-C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PEB-D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PEG",43.57,43.56,"43.42 - 43.85",600,2700,1642443,100,"3:35pm - <b>43.56</b>","Public Service Enterprise Group"
"PEI",24.09,24.07,"23.85 - 24.13",200,600,286451,100,"3:35pm - <b>24.09</b>","Pennsylvania Real Estate Invest"
"PEI-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PEI-B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"PEN",77.07,77.01,"76.81 - 77.38",100,200,153966,100,"3:35pm - <b>77.05</b>","Penumbra, Inc. Common Stock"
"PEO",19.3100,19.2700,"19.2200 - 19.4300",500,100,39964,1382,"3:31pm - <b>19.2929</b>","Adams Natural Resources Fund, I"
"PEP",107.180,107.170,"106.870 - 107.380",600,300,3074921,1075,"3:35pm - <b>107.181</b>","Pepsico, Inc. Common Stock"
"PER",2.60,2.58,"2.58 - 2.62",400,2000,73629,100,"3:34pm - <b>2.58</b>","SandRidge Permian Trust Common "
"PES",3.450,3.440,"3.440 - 3.550",2700,2400,471604,100,"3:34pm - <b>3.445</b>","Pioneer Energy Services Corp. C"
"PF",49.80,49.79,"49.27 - 49.93",400,400,706981,100,"3:35pm - <b>49.79</b>","Pinnacle Foods, Inc. Common Sto"
"PFD",14.9900,14.8600,"14.8400 - 15.2460",100,400,23521,200,"3:29pm - <b>14.9488</b>","Flaherty & Crumrine Preferred I"
"PFE",33.68,33.67,"33.42 - 34.01",3600,17000,22775149,100,"3:35pm - <b>33.69</b>","Pfizer, Inc. Common Stock"
"PFG",49.48,49.47,"49.04 - 49.88",800,1100,1281761,400,"3:35pm - <b>49.49</b>","Principal Financial Group Inc C"
"PFGC",24.46,24.44,"24.36 - 24.90",400,400,356612,100,"3:35pm - <b>24.42</b>","Performance Food Group Company "
"PFH",19.52,19.45,"19.43 - 19.64",100,900,4790,100,"3:23pm - <b>19.53</b>","Cabco Tr Jcp 7.625 Common Stock"
"PFK",25.9900,25.8500,"25.8350 - 25.9513",500,100,2232,400,"3:24pm - <b>25.9513</b>","Prudential Financial Inflation-"
"PFL",10.57,10.54,"10.53 - 10.60",200,500,68105,600,"3:25pm - <b>10.53</b>","PIMCO Income Strategy Fund Shar"
"PFN",9.4600,9.4500,"9.4200 - 9.5000",1100,1100,211544,2162,"3:24pm - <b>9.4448</b>","PIMCO Income Strategy Fund II"
"PFO",11.54,11.52,"11.51 - 11.72",1400,200,21492,100,"3:21pm - <b>11.54</b>","Flaherty & Crumrine Preferred I"
"PFS",20.91,20.89,"20.87 - 21.12",400,500,72929,100,"3:35pm - <b>20.90</b>","Provident Financial Services, I"
"PFSI",17.43,17.39,"17.38 - 18.08",400,100,101042,100,"3:31pm - <b>17.38</b>","PennyMac Financial Services, In"
"PG",88.17,88.16,"86.61 - 88.43",1000,900,46229540,100,"3:35pm - <b>88.18</b>","Procter & Gamble Company (The) "
"PGEM",13.57,13.56,"13.37 - 13.66",200,600,59529,100,"3:33pm - <b>13.60</b>","Ply Gem Holdings, Inc. Common S"
"PGH",1.45,1.44,"1.44 - 1.49",7300,45300,700231,200,"3:35pm - <b>1.44</b>","Pengrowth Energy Corporation"
"PGND",40.38,40.35,"40.33 - 40.40",300,400,695119,200,"3:35pm - <b>40.38</b>","Press Ganey Holdings, Inc. Comm"
"PGP",20.5400,20.4800,"20.3000 - 20.6800",200,400,41148,300,"3:25pm - <b>20.5101</b>","Pimco Global Stocksplus & Incom"
"PGR",31.320,31.310,"30.970 - 31.335",2600,1500,2244981,100,"3:35pm - <b>31.305</b>","Progressive Corporation (The) C"
"PGRE",17.09,17.08,"17.06 - 17.32",1000,1700,366051,100,"3:35pm - <b>17.06</b>","Paramount Group, Inc. Common St"
"PGZ",17.49,17.42,"17.42 - 17.60",200,200,21060,100,"3:34pm - <b>17.42</b>","Principal Real Estate Income Fu"
"PH",121.32,121.29,"120.57 - 122.10",200,100,665808,100,"3:35pm - <b>121.40</b>","Parker-Hannifin Corporation Com"
"PHD",11.62,11.61,"11.51 - 11.63",400,400,83083,100,"3:32pm - <b>11.62</b>","Pioneer Floating Rate Trust Pio"
"PHG",29.49,29.48,"29.42 - 29.64",2800,3800,671143,100,"3:34pm - <b>29.49</b>","Koninklijke Philips N.V. NY Reg"
"PHH",14.06,14.05,"14.04 - 14.31",200,700,106422,100,"3:35pm - <b>14.05</b>","PHH Corp Common Stock"
"PHI",35.70,35.66,"35.61 - 36.14",300,100,71316,100,"3:34pm - <b>35.66</b>","PLDT Inc. Sponsored ADR"
"PHK",9.8700,9.8600,"9.7000 - 9.9000",600,400,796974,400,"3:34pm - <b>9.8636</b>","Pimco High Income Fund Pimco Hi"
"PHM",19.78,19.77,"19.63 - 19.86",3000,6100,2057909,100,"3:35pm - <b>19.77</b>","PulteGroup, Inc. Common Stock"
"PHT",10.46,10.41,"10.38 - 10.49",2000,200,48896,100,"3:34pm - <b>10.43</b>","Pioneer High Income Trust Commo"
"PHX",16.66,16.61,"16.42 - 16.74",100,100,7766,100,"3:10pm - <b>16.57</b>","Panhandle Oil and Gas Inc Commo"
"PII",74.29,74.27,"74.03 - 74.77",500,500,710786,100,"3:35pm - <b>74.27</b>","Polaris Industries Inc. Common "
"PIM",4.43,4.42,"4.41 - 4.44",1800,2800,60363,100,"3:33pm - <b>4.42</b>","Putnam Master Intermediate Inco"
"PIR",4.13,4.12,"4.11 - 4.39",6900,19900,1296684,100,"3:35pm - <b>4.12</b>","Pier 1 Imports, Inc. Common Sto"
"PIY",28.0300,27.8000,"27.8891 - 28.0999",100,500,2001,200,"1:50pm - <b>28.0277</b>","Preferred Plus Trust (Ser CZN) "
"PJC",46.91,46.83,"46.79 - 48.20",200,200,41442,100,"3:29pm - <b>46.85</b>","Piper Jaffray Companies Common "
"PJH",26.4400,26.4000,"26.3900 - 26.5500",100,200,18354,200,"3:32pm - <b>26.4336</b>","Prudential Financial, Inc. 5.75"
"PJT",25.810,25.680,"25.610 - 26.670",200,300,84190,100,"3:16pm - <b>25.732</b>","PJT Partners Inc. Class A Commo"
"PKD",2.050,2.040,"2.030 - 2.110",3900,4300,199463,100,"3:34pm - <b>2.045</b>","Parker Drilling Company Common "
"PKE",17.070,17.040,"17.010 - 17.145",100,100,10917,100,"3:34pm - <b>17.065</b>","Park Electrochemical Corporatio"
"PKG",82.05,82.03,"81.62 - 82.40",200,300,555684,100,"3:35pm - <b>82.03</b>","Packaging Corporation of Americ"
"PKI",55.33,55.32,"54.92 - 55.75",200,400,465648,100,"3:34pm - <b>55.33</b>","PerkinElmer, Inc. Common Stock"
"PKO",23.23,23.20,"23.16 - 23.31",300,800,30407,100,"3:24pm - <b>23.21</b>","Pimco Income Opportunity Fund C"
"PKX",50.16,50.15,"50.07 - 50.52",400,200,192672,100,"3:34pm - <b>50.20</b>","POSCO Common Stock"
