Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"ESRT",21.57,21.56,"21.53 - 21.78",1200,1200,394767,100,"3:19pm - <b>21.56</b>","Empire State Realty Trust, Inc."
"ESS",231.15,230.95,"230.01 - 232.54",200,100,228025,100,"3:19pm - <b>230.94</b>","Essex Property Trust, Inc. Comm"
"ESV",7.30,7.29,"7.08 - 7.48",7100,7100,14611547,100,"3:20pm - <b>7.29</b>","Ensco plc Class A Ordinary Shar"
"ETB",16.350,16.310,"16.289 - 16.380",300,200,29482,355,"2:55pm - <b>16.338</b>","Eaton Vance Tax-Managed Buy-Wri"
"ETE",16.8200,16.8100,"16.7800 - 17.4000",1700,7200,3476927,250,"3:19pm - <b>16.8199</b>","Energy Transfer Equity, L.P. En"
"ETG",15.02,15.00,"14.95 - 15.04",700,800,124196,100,"3:13pm - <b>15.02</b>","Eaton Vance Tax-Advantaged Glob"
"ETH",33.33,33.31,"33.28 - 33.87",200,100,52051,100,"3:20pm - <b>33.28</b>","Ethan Allen Interiors Inc. Comm"
"ETJ",9.4900,9.4800,"9.4468 - 9.5100",300,400,114653,200,"3:18pm - <b>9.4764</b>","Eaton Vance Risk-Managed Divers"
"ETM",12.95,12.91,"12.87 - 12.98",200,200,4930,100,"3:19pm - <b>12.93</b>","Entercom Communications Corpora"
"ETN",63.01,63.00,"62.78 - 63.44",300,300,762762,100,"3:19pm - <b>63.00</b>","Eaton Corporation, PLC Ordinary"
"ETO",21.71,21.69,"21.68 - 21.75",200,100,20145,100,"3:16pm - <b>21.68</b>","Eaton Vance Tax-Advantage Globa"
"ETP",37.42,37.41,"37.37 - 38.31",500,400,1604176,100,"3:20pm - <b>37.42</b>","Energy Transfer Partners, L.P. "
"ETR",81.03,81.02,"80.92 - 81.56",500,200,662989,100,"3:20pm - <b>80.99</b>","Entergy Corporation Common Stoc"
"ETV",14.90,14.87,"14.86 - 14.94",700,300,95682,100,"3:19pm - <b>14.87</b>","Eaton Vance Corporation Eaton V"
"ETW",10.880,10.860,"10.860 - 10.940",9800,12600,262898,100,"3:18pm - <b>10.895</b>","Eaton Vance Corporation Eaton V"
"ETX",21.210,21.190,"21.160 - 21.250",100,100,12777,136,"3:09pm - <b>21.219</b>","Eaton Vance Municipal Income 20"
"ETY",10.59,10.58,"10.55 - 10.73",1000,2700,378772,200,"3:19pm - <b>10.58</b>","Eaton Vance Tax-Managed Diversi"
"EURN",7.89,7.88,"7.87 - 8.27",1200,600,1011517,100,"3:20pm - <b>7.87</b>","Euronav NV Ordinary Shares"
"EV",38.99,38.98,"38.81 - 39.36",500,500,489701,100,"3:19pm - <b>39.02</b>","Eaton Vance Corporation Common "
"EVA",26.9500,26.9200,"26.1300 - 27.1300",200,200,173285,1800,"3:18pm - <b>26.8191</b>","Enviva Partners, LP Common unit"
"EVC",7.28,7.27,"7.21 - 7.32",700,700,117577,100,"3:15pm - <b>7.28</b>","Entravision Communications Corp"
"EVDY",7.74,7.72,"7.69 - 7.82",200,300,47056,100,"3:19pm - <b>7.74</b>","Everyday Health, Inc. Common St"
"EVER",19.24,19.23,"19.23 - 19.30",6500,39300,1104077,100,"3:19pm - <b>19.24</b>","EverBank Financial Corp. Common"
"EVER-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EVF",6.34,6.32,"6.33 - 6.37",300,1800,68529,300,"3:18pm - <b>6.33</b>","Eaton Vance Senior Income Trust"
"EVG",13.6000,13.5800,"13.5660 - 13.6700",400,100,37253,1100,"3:20pm - <b>13.5801</b>","Eaton Vance Short Diversified I"
"EVGN",6.46,6.31,"6.40 - 6.40",200,100,300,100,"9:31am - <b>6.40</b>","Evogene Ltd Ordinary shares (Is"
"EVH",22.71,22.69,"22.31 - 22.79",300,200,214424,100,"3:19pm - <b>22.69</b>","Evolent Health, Inc Class A Com"
"EVHC",21.39,21.38,"20.91 - 21.90",2100,900,2150941,100,"3:20pm - <b>21.38</b>","Envision Healthcare Holdings, I"
"EVN",14.28,14.26,"14.24 - 14.31",300,1300,45285,300,"2:46pm - <b>14.24</b>","Eaton Vance Municipal Income Tr"
"EVR",50.39,50.36,"50.31 - 51.59",100,100,166202,100,"3:18pm - <b>50.37</b>","Evercore Partners Inc Class A C"
"EVRI",2.43,2.41,"2.38 - 2.44",1100,1900,100200,100,"3:16pm - <b>2.42</b>","Everi Holdings Inc. Common Stoc"
"EVT",20.2300,20.2000,"20.0600 - 20.2500",200,200,75689,400,"3:20pm - <b>20.2371</b>","Eaton Vance Tax Advantaged Divi"
"EVTC",16.76,16.75,"16.60 - 16.87",100,400,131940,100,"3:19pm - <b>16.73</b>","Evertec, Inc. Common Stock"
"EW",119.07,119.01,"118.62 - 119.62",300,200,583641,100,"3:19pm - <b>118.99</b>","Edwards Lifesciences Corporatio"
"EXAR",8.97,8.95,"8.90 - 9.09",400,700,254931,100,"3:19pm - <b>8.97</b>","Exar Corporation Common Stock"
"EXC",34.820,34.810,"34.610 - 34.960",1200,1400,2400094,100,"3:19pm - <b>34.815</b>","Exelon Corporation Common Stock"
"EXCU",48.4000,48.1700,"48.0800 - 48.3410",100,100,7517,600,"3:00pm - <b>48.3272</b>","Exelon Corp. Conv Unit"
"EXD",11.94,11.85,"11.84 - 12.17",300,200,84240,100,"3:20pm - <b>11.84</b>","Eaton Vance Tax-Advantaged Bond"
"EXG",8.6700,8.6600,"8.6600 - 8.7300",3600,11400,644696,200,"3:19pm - <b>8.6663</b>","Eaton Vance Tax-Managed Global "
"EXK",5.03,5.02,"5.03 - 5.38",4700,6100,2276297,300,"3:19pm - <b>5.03</b>","Endeavour Silver Corporation Or"
"EXP",77.21,77.16,"76.24 - 77.77",100,100,321712,100,"3:19pm - <b>77.18</b>","Eagle Materials Inc Common Stoc"
"EXPR",11.780,11.770,"11.695 - 12.060",1600,2400,1670556,100,"3:20pm - <b>11.775</b>","Express, Inc. Common Stock"
"EXR",81.51,81.49,"79.75 - 81.65",300,200,612172,100,"3:20pm - <b>81.48</b>","Extra Space Storage Inc Common "
"EXTN",14.37,14.33,"14.31 - 14.53",300,200,40894,200,"3:18pm - <b>14.32</b>","Exterran Corporation Common Sto"
"EZT",27.98,27.72,"27.71 - 27.89",100,100,3653,100,"2:38pm - <b>27.71</b>","Entergy Texas Inc First Mortgag"
"F",12.02,12.01,"12.00 - 12.12",221000,73200,19585877,173,"3:20pm - <b>12.01</b>","Ford Motor Company Common Stock"
"FAC",1.0400,1.0000,"0.9700 - 1.0300",100,2700,9124,111,"3:05pm - <b>0.9772</b>","First Acceptance Corporation"
"FAF",40.04,40.03,"39.96 - 40.48",500,200,370817,100,"3:20pm - <b>39.99</b>","First American Corporation (New"
"FAM",11.77,11.73,"11.70 - 11.75",400,400,16038,100,"3:07pm - <b>11.75</b>","First Trust/Aberdeen Global Opp"
"FAV",9.02,9.01,"9.01 - 9.02",500,200,9905,100,"3:20pm - <b>9.02</b>","First Trust Dividend and Income"
"FBC",27.320,27.310,"27.260 - 27.580",100,200,77076,100,"3:20pm - <b>27.285</b>","Flagstar Bancorp, Inc. Common S"
"FBHS",58.780,58.770,"58.130 - 59.040",400,400,867469,100,"3:19pm - <b>58.755</b>","Fortune Brands Home & Security,"
"FBK",20.55,20.50,"20.44 - 20.90",100,2200,45131,100,"3:18pm - <b>20.50</b>","FB Financial Corporation Common"
"FBP",4.90,4.89,"4.83 - 4.96",600,600,260547,100,"3:19pm - <b>4.89</b>","First BanCorp. New Common Stock"
"FBR",6.710,6.700,"6.680 - 6.800",7500,7600,721617,200,"3:20pm - <b>6.705</b>","Fibria Celulose S.A."
"FC",16.50,16.49,"16.38 - 16.62",500,100,25347,100,"3:19pm - <b>16.62</b>","Franklin Covey Company Common S"
"FCAM",62.40,62.33,"62.20 - 62.87",100,1000,19770,100,"2:57pm - <b>62.35</b>","Fiat Chrysler Automobiles N.V. "
"FCAU",6.21,6.20,"6.19 - 6.29",34400,12500,3598980,1500,"3:19pm - <b>6.21</b>","Fiat Chrysler Automobiles N.V. "
"FCB",38.19,38.16,"38.12 - 39.34",200,400,647148,100,"3:19pm - <b>38.13</b>","FCB Financial Holdings, Inc. Cl"
"FCE.A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FCE.B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FCF",9.98,9.97,"9.96 - 10.17",1200,800,114709,100,"3:17pm - <b>9.97</b>","First Commonwealth Financial Co"
"FCFS",46.35,46.31,"46.15 - 47.20",200,300,124239,100,"3:19pm - <b>46.27</b>","First Cash, Inc. Common Stock"
"FCH",6.55,6.54,"6.53 - 6.85",3200,4200,588297,100,"3:20pm - <b>6.55</b>","FelCor Lodging Trust Incorporat"
"FCH-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FCN",43.80,43.76,"43.48 - 43.96",300,100,43182,100,"3:19pm - <b>43.71</b>","FTI Consulting, Inc. Common Sto"
"FCPT",21.51,21.50,"21.36 - 21.69",800,200,440663,189,"3:20pm - <b>21.50</b>","Four Corners Property Trust, In"
"FCT",13.5600,13.5500,"13.5400 - 13.5900",600,200,56055,1300,"3:17pm - <b>13.5516</b>","First Trust Senior Floating Rat"
"FCX",10.5000,10.4900,"10.4700 - 10.8650",9900,17600,20025776,100,"3:20pm - <b>10.4999</b>","Freeport-McMoRan, Inc. Common S"
"FDC",13.040,13.030,"12.960 - 13.110",2200,1300,2772896,100,"3:20pm - <b>13.035</b>","First Data Corporation Class A "
"FDEU",15.8500,15.7800,"15.7220 - 16.0000",100,100,115019,700,"3:19pm - <b>15.8605</b>","First Trust Dynamic Europe Equi"
"FDP",59.61,59.58,"59.17 - 59.81",200,200,99187,100,"3:20pm - <b>59.61</b>","Fresh Del Monte Produce, Inc. C"
"FDS",176.37,176.25,"174.98 - 178.06",300,200,324710,100,"3:20pm - <b>176.11</b>","FactSet Research Systems Inc. C"
"FDX",175.33,175.31,"173.11 - 176.16",100,200,1840900,200,"3:20pm - <b>175.39</b>","FedEx Corporation Common Stock"
"FE",34.62,34.61,"34.34 - 34.82",1700,2200,2230875,100,"3:20pm - <b>34.60</b>","FirstEnergy Corporation Common "
"FEI",16.23,16.20,"16.13 - 16.27",600,1500,65495,200,"3:18pm - <b>16.20</b>","First Trust MLP and Energy Inco"
"FELP",3.910,3.900,"3.801 - 4.093",200,700,181044,125,"3:18pm - <b>3.906</b>","Foresight Energy LP Common Unit"
"FENG",3.83,3.82,"3.64 - 3.89",100,400,302519,100,"3:19pm - <b>3.84</b>","Phoenix New Media Limited Ameri"
"FEO",14.9900,14.9800,"14.9200 - 15.0200",300,100,30549,950,"2:40pm - <b>14.9969</b>","First Trust/Aberdeen Emerging O"
"FET",18.41,18.39,"18.20 - 18.60",300,300,209258,100,"3:20pm - <b>18.40</b>","Forum Energy Technologies, Inc."
"FF",10.99,10.97,"10.94 - 11.33",200,200,59407,100,"3:19pm - <b>10.98</b>","FutureFuel Corp.  Common shares"
"FFA",13.340,13.320,"13.290 - 13.480",500,800,38118,620,"3:03pm - <b>13.326</b>","First Trust Enhanced Equity Inc"
"FFC",20.8700,20.8500,"20.8100 - 21.0900",200,200,37884,1497,"3:14pm - <b>20.8685</b>","Flaherty & Crumrine Preferred S"
"FFG",63.51,63.35,"63.41 - 64.29",100,100,16936,100,"3:15pm - <b>63.51</b>","FBL Financial Group, Inc. Commo"
"FGB",6.9400,6.8900,"6.9000 - 6.9900",100,800,37759,430,"3:01pm - <b>6.9664</b>","First Trust Specialty Finance a"
"FGL",23.11,23.08,"22.98 - 23.28",200,200,40949,100,"3:18pm - <b>23.11</b>","Fidelity & Guaranty Life Common"
"FGP",16.87,16.84,"16.80 - 17.01",200,1900,204393,100,"3:17pm - <b>16.84</b>","Ferrellgas Partners, L.P. Commo"
"FHN",14.89,14.88,"14.86 - 15.14",8600,4500,1319536,100,"3:20pm - <b>14.87</b>","First Horizon National Corporat"
"FHN-A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FHY",12.16,12.15,"12.05 - 12.17",200,300,12528,120,"3:04pm - <b>12.14</b>","First Trust Strategic High Inco"
"FI",12.30,12.29,"12.26 - 12.63",800,300,508338,100,"3:20pm - <b>12.26</b>","Frank's International N.V. Comm"
"FICO",128.77,128.62,"127.40 - 128.88",200,100,96574,100,"3:17pm - <b>128.61</b>","Fair Isaac Corproation Common S"
"FIF",18.4800,18.4100,"18.3000 - 18.6300",100,400,33505,200,"3:11pm - <b>18.4555</b>","First Trust Energy Infrastructu"
"FIG",4.91,4.90,"4.89 - 5.04",1900,1300,470041,100,"3:19pm - <b>4.90</b>","Fortress Investment Group LLC C"
"FII",29.4300,29.4100,"29.1900 - 31.1100",200,700,1520227,200,"3:20pm - <b>29.4685</b>","Federated Investors, Inc. Commo"
"FIS",76.9700,76.9600,"76.7500 - 77.2700",500,300,619317,300,"3:19pm - <b>76.9521</b>","Fidelity National Information S"
"FIT",16.460,16.450,"16.320 - 16.970",2000,2500,5719323,100,"3:20pm - <b>16.445</b>","Fitbit, Inc. Class A Common Sto"
"FIX",29.31,29.27,"29.04 - 29.51",100,200,129709,100,"3:19pm - <b>29.26</b>","Comfort Systems USA, Inc. Commo"
"FL",67.66,67.65,"67.05 - 67.97",400,100,1911934,100,"3:20pm - <b>67.63</b>","Foot Locker, Inc."
"FLC",21.20,21.14,"21.14 - 21.48",100,600,41329,100,"3:18pm - <b>21.14</b>","Flaherty & Crumrine Total Retur"
"FLO",15.340,15.330,"15.290 - 15.650",2000,2200,1168627,100,"3:19pm - <b>15.335</b>","Flowers Foods, Inc. Common Stoc"
"FLOW",29.28,29.24,"29.20 - 30.00",200,300,233147,100,"3:19pm - <b>29.20</b>","SPX FLOW, Inc. Common Stock"
"FLR",49.21,49.19,"48.88 - 49.53",700,600,296955,100,"3:19pm - <b>49.20</b>","Fluor Corporation Common Stock"
"FLS",45.620,45.610,"45.410 - 46.170",400,700,762015,100,"3:19pm - <b>45.615</b>","Flowserve Corporation Common St"
"FLT",170.65,170.63,"168.80 - 171.18",100,100,310346,100,"3:18pm - <b>170.78</b>","FleetCor Technologies, Inc. Com"
"FLTX",59.98,59.97,"59.97 - 60.04",1500,2600,262264,300,"3:19pm - <b>59.97</b>","Fleetmatics Group PLC Ordinary "
"FLY",11.57,11.54,"11.49 - 11.66",400,400,57778,100,"3:16pm - <b>11.54</b>","Fly Leasing Limited"
"FMC",48.16,48.15,"48.12 - 48.77",300,200,353042,100,"3:19pm - <b>48.17</b>","FMC Corporation Common Stock"
"FMN",16.24,16.23,"16.23 - 16.32",200,100,4004,300,"2:53pm - <b>16.30</b>","Federated Premier Municipal Inc"
"FMO",15.4900,15.4500,"15.4400 - 15.8920",200,100,60300,100,"3:10pm - <b>15.4425</b>","Fiduciary/Claymore MLP Opportun"
"FMS",44.17,44.16,"44.11 - 44.47",300,200,116003,100,"3:19pm - <b>44.19</b>","Fresenius Medical Care AG Commo"
"FMSA",7.120,7.110,"7.090 - 7.430",700,400,1008233,100,"3:20pm - <b>7.095</b>","Fairmount Santrol Holdings Inc."
"FMX",90.27,90.17,"89.93 - 92.40",200,200,1862850,100,"3:20pm - <b>90.15</b>","Fomento Economico Mexicano S.A."
"FMY",14.47,14.41,"14.39 - 14.52",200,100,7829,100,"2:42pm - <b>14.39</b>","First Trust Motgage Income Fund"
"FN",43.91,43.87,"43.31 - 44.39",300,200,164747,100,"3:19pm - <b>43.83</b>","Fabrinet Ordinary Shares"
"FNB",12.17,12.16,"12.06 - 12.22",14900,1800,2169787,100,"3:20pm - <b>12.16</b>","F.N.B. Corporation Common Stock"
"FNB-E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FNF",36.95,36.94,"36.62 - 37.00",300,300,855906,100,"3:19pm - <b>36.92</b>","FNF Group of Fidelity National "
"FNFV",12.60,12.59,"12.52 - 12.78",300,200,99691,100,"3:19pm - <b>12.59</b>","FNFV Group of Fidelity National"
"FNV",71.61,71.58,"71.32 - 72.51",100,200,243189,100,"3:19pm - <b>71.53</b>","Franco-Nevada Corporation"
"FOE",12.78,12.77,"12.61 - 13.00",300,300,196262,100,"3:20pm - <b>12.76</b>","Ferro Corporation Common Stock"
"FOF",11.96,11.94,"11.93 - 12.08",100,400,83834,100,"3:16pm - <b>11.96</b>","Cohen & Steers Closed-End Oppor"
"FOR",11.72,11.71,"11.69 - 11.77",300,100,79759,100,"3:19pm - <b>11.71</b>","Forestar Group Inc Common Stock"
"FPF",23.19,23.16,"23.15 - 23.26",400,200,126826,200,"3:14pm - <b>23.20</b>","First Trust Intermediate Durati"
"FPI",11.38,11.35,"11.15 - 11.37",500,700,112764,100,"3:17pm - <b>11.37</b>","Farmland Partners Inc. Common S"
"FPL",13.45,13.42,"13.25 - 13.61",200,500,44104,100,"3:17pm - <b>13.43</b>","First Trust New Opportunities M"
