Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"AADR",40.09,39.98,"40.02 - 40.02",300,200,2137,100,"1:39pm - <b>40.02</b>","AdvisorShares Dorsey Wright ADR"
"ACIM",65.4600,64.0400,N/A,300,800,236,N/A,"8:00pm - <b>66.1099</b>","SPDR MSCI ACWI IMI ETF"
"ACWF",24.12,23.95,"24.11 - 24.11",100,500,159,100,"12:02pm - <b>24.11</b>","iShares Edge MSCI Multifactor G"
"ACWV",76.22,76.19,"76.16 - 76.39",900,100,192547,100,"2:48pm - <b>76.22</b>","iShares Edge MSCI Min Vol Globa"
"ADZ",30.83,30.31,N/A,100,100,0,N/A,"2:06pm - <b>31.24</b>","DB Agriculture Short ETN due Ap"
"AFK",20.66,20.45,"20.48 - 20.70",200,100,47412,227,"2:25pm - <b>20.49</b>","VanEck Vectors-Africa Index ETF"
"AFTY",13.32,13.27,"13.30 - 13.30",700,300,602,100,"9:36am - <b>13.30</b>","CSOP FTSE China A50 ETF"
"AGA",25.23,24.80,N/A,100,100,0,N/A,"8:00pm - <b>24.89</b>","DB Agriculture Double Short ETN"
"AGF",11.94,11.68,N/A,200,100,0,N/A,"8:00pm - <b>11.81</b>","DB Agriculture Long ETN due Apr"
"AGG",112.360,112.350,"112.280 - 112.450",2500,3900,1424405,100,"2:49pm - <b>112.339</b>","iShares Core U.S. Aggregate Bon"
"AGGE",20.33,20.30,"20.32 - 20.32",5100,100,250,100,"12:56pm - <b>20.32</b>","IQ Enhanced Core Bond U.S. ETF"
"AGGP",20.390,20.340,"20.355 - 20.390",5100,5000,2990,1600,"10:19am - <b>20.361</b>","IQ Enhanced Core Plus Bond U.S."
"AGGY",52.0000,51.8800,"51.9103 - 52.0100",8000,8000,1631,171,"2:01pm - <b>51.9394</b>","WisdomTree Trust WisdomTree Bar"
"AGQ",49.26,49.19,"49.10 - 50.61",600,1000,97848,100,"2:47pm - <b>49.16</b>","ProShares Ultra Silver"
