Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"HEWW",23.27,23.18,N/A,1500,2000,0,N/A,"8:00pm - <b>23.12</b>","iShares Currency Hedged MSCI Me"
"HEWY",24.86,24.77,N/A,600,1000,0,N/A,"8:00pm - <b>25.19</b>","iShares Currency Hedged MSCI So"
"HEZU",24.56,24.50,"24.49 - 24.60",700,800,498567,1100,"4:10pm - <b>24.52</b>","iShares Currency Hedged MSCI Eu"
"HFEZ",32.4300,32.2900,"32.3785 - 32.4462",100,100,7316,575,"4:10pm - <b>32.4399</b>","SPDR EURO STOXX 50 Currency Hed"
"HFXE",17.75,17.66,N/A,1200,4500,0,N/A,"8:00pm - <b>17.65</b>","IQ 50 Percent Hedged FTSE Europ"
"HFXI",18.0600,17.8900,"18.0047 - 18.0799",100,300,3714,134,"4:10pm - <b>18.0047</b>","IQ 50 Percent Hedged FTSE Inter"
"HFXJ",17.33,17.26,"17.34 - 17.35",1100,1500,664,145,"4:10pm - <b>17.34</b>","IQ 50 Percent Hedged FTSE Japan"
"HGEU",35.85,35.69,"35.95 - 35.95",100,500,400,100,"4:10pm - <b>35.95</b>","ProShares Hedged FTSE Europe ET"
"HGI",15.07,14.74,"15.01 - 15.03",100,100,2141,100,"4:10pm - <b>15.02</b>","Guggenheim International Multi-"
"HGJP",29.7400,29.5400,N/A,300,200,73,N/A,"8:00pm - <b>29.8414</b>","ProShares Hedged FTSE Japan ETF"
"HHYX",25.74,25.47,N/A,4000,100,0,N/A,"8:00pm - <b>25.57</b>","iShares Currency Hedged Interna"
"HILO",13.60,13.51,"13.48 - 13.64",200,100,1001,100,"4:10pm - <b>13.48</b>","EGShares EM Quality Dividend ET"
"HIPS",17.76,17.66,"17.82 - 17.84",100,1000,1123,200,"4:10pm - <b>17.82</b>","Master Income ETF"
"HJPX",22.52,22.16,N/A,100,100,0,N/A,"8:00pm - <b>22.39</b>","iShares Currency Hedged JPX-Nik"
"HOLD",104.380,94.430,"99.458 - 99.458",100,400,300,100,"4:10pm - <b>99.458</b>","AdvisorShares Sage Core Reserve"
