Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"AADR",40.10,39.98,"40.02 - 40.02",300,200,2137,100,"1:39pm - <b>40.02</b>","AdvisorShares Dorsey Wright ADR"
"ACIM",65.4800,64.0700,N/A,300,800,236,N/A,"8:00pm - <b>66.1099</b>","SPDR MSCI ACWI IMI ETF"
"ACWF",24.19,23.96,"24.11 - 24.11",100,500,159,100,"12:02pm - <b>24.11</b>","iShares Edge MSCI Multifactor G"
"ACWV",76.22,76.19,"76.16 - 76.39",900,100,196414,200,"2:52pm - <b>76.22</b>","iShares Edge MSCI Min Vol Globa"
"ADZ",31.07,30.55,N/A,100,100,0,N/A,"2:06pm - <b>31.24</b>","DB Agriculture Short ETN due Ap"
"AFK",20.66,20.45,"20.48 - 20.70",2200,100,47412,227,"2:25pm - <b>20.49</b>","VanEck Vectors-Africa Index ETF"
"AFTY",13.32,13.27,"13.30 - 13.30",700,300,602,100,"9:36am - <b>13.30</b>","CSOP FTSE China A50 ETF"
"AGA",25.23,24.79,N/A,100,100,0,N/A,"8:00pm - <b>24.89</b>","DB Agriculture Double Short ETN"
"AGF",11.94,11.68,N/A,200,100,0,N/A,"8:00pm - <b>11.81</b>","DB Agriculture Long ETN due Apr"
"AGG",112.3600,112.3500,"112.2800 - 112.4500",2500,3900,1438015,110,"2:54pm - <b>112.3364</b>","iShares Core U.S. Aggregate Bon"
"AGGE",20.33,20.30,"20.32 - 20.32",5100,100,250,100,"12:56pm - <b>20.32</b>","IQ Enhanced Core Bond U.S. ETF"
"AGGP",20.390,20.340,"20.355 - 20.390",5100,5000,2990,1600,"10:19am - <b>20.361</b>","IQ Enhanced Core Plus Bond U.S."
"AGGY",51.9600,51.8900,"51.9103 - 52.0100",8000,100,1631,171,"2:01pm - <b>51.9394</b>","WisdomTree Trust WisdomTree Bar"
"AGQ",49.26,49.19,"49.10 - 50.61",600,1000,98318,100,"2:54pm - <b>49.25</b>","ProShares Ultra Silver"
"AGZ",115.64,115.55,"115.46 - 115.66",400,200,5164,125,"2:12pm - <b>115.63</b>","iShares  Agency Bond ETF"
"ALD",45.81,45.49,"45.46 - 45.46",1000,500,1026,500,"9:30am - <b>45.46</b>","WisdomTree Asia Local Debt Fund"
"ALFA",35.90,35.83,"35.88 - 35.99",2300,4600,2110,100,"11:29am - <b>35.89</b>","AlphaClone Alternative Alpha ET"
"ALFI",20.77,20.72,N/A,5100,5000,0,N/A,"8:00pm - <b>20.96</b>","ETF Series Solutions Trust ETF"
"AMJ",31.30,31.29,"31.11 - 31.52",12600,1700,654828,100,"2:55pm - <b>31.28</b>","JPMorgan Chase Capital XVI JP M"
"AMJL",26.4900,26.3900,"25.1700 - 26.5885",1000,800,619,153,"10:52am - <b>26.5885</b>","Credit Suisse X-Links Monthly P"
"AMLP",12.60,12.59,"12.54 - 12.67",3000,82300,2895651,1035,"2:55pm - <b>12.60</b>","Alerian MLP ETF"
"AMU",19.6900,19.6500,"19.5900 - 19.8000",3600,500,56293,100,"2:48pm - <b>19.6899</b>","ETRACS Alerian MLP Index ETN"
"AMUB",19.89,19.64,N/A,1000,100,0,N/A,"11:29am - <b>15.69</b>","ETRACS Alerian MLP Index ETN Se"
"AMZA",11.5000,11.4800,"11.4700 - 11.5617",700,5800,109120,100,"2:49pm - <b>11.4916</b>","InfraCap MLP ETF"
"AND",8.0400,7.7200,"7.7501 - 7.8300",1200,200,1105,100,"2:47pm - <b>7.7501</b>","Global X FTSE Andean 40 ETF"
"ANGL",28.6100,28.6000,"28.5501 - 28.7400",500,100,161977,700,"2:53pm - <b>28.6007</b>","VanEck Vectors Fallen Angel Hig"
"AOA",47.1700,47.1200,"47.1087 - 47.3500",700,300,24526,485,"2:49pm - <b>47.1475</b>","iShares Core Aggressive Allocat"
"AOK",33.4300,33.1100,"33.2300 - 33.3199",3300,400,26978,225,"2:43pm - <b>33.2999</b>","iShares Core Conservative Alloc"
"AOM",35.9800,35.9400,"35.7810 - 35.9999",200,100,49977,126,"2:54pm - <b>35.9208</b>","iShares Core Moderate Allocatio"
"AOR",40.93,40.81,"40.82 - 40.99",3300,3200,24582,100,"2:19pm - <b>40.89</b>","iShares Core Growth Allocation "
"ARGT",23.19,23.06,"23.04 - 23.28",400,500,28061,4656,"2:54pm - <b>23.06</b>","Global X MSCI Argentina ETF"
"ARKG",20.0100,19.9600,"20.0499 - 20.0800",8100,5600,1100,1000,"10:28am - <b>20.0499</b>","ARK Genomic Revolution Multi-Se"
"ARKK",21.84,21.80,"21.69 - 21.71",8500,5600,504,100,"9:52am - <b>21.69</b>","ARK Innovation ETF"
"ARKQ",21.66,21.61,"21.60 - 21.65",6100,5200,532,130,"10:59am - <b>21.63</b>","ARK Industrial Innovation ETF"
"ARKW",25.05,24.98,"24.98 - 25.05",7000,5100,2222,1000,"2:51pm - <b>25.05</b>","ARK Web x.0 ETF"
"ASEA",13.96,13.91,"13.99 - 13.99",200,200,457,255,"9:30am - <b>13.99</b>","Global X Southeast Asia ETF"
"ASHR",24.130,24.120,"24.090 - 24.180",1200,1500,275159,100,"2:49pm - <b>24.125</b>","Deutsche X-Trackers Harvest CSI"
"ASHS",33.94,33.88,"33.88 - 33.97",500,3000,11769,100,"2:36pm - <b>33.90</b>","Deutsche X-trackers Harvest CSI"
"ASHX",22.10,22.03,N/A,400,400,59,N/A,"8:00pm - <b>22.31</b>","Deutsche X-trackers CSI 300 Chi"
"ATMP",23.07,23.02,"22.88 - 23.19",3900,3900,16953,500,"2:39pm - <b>23.00</b>","Barclays ETN Plus Select MLP"
"AUNZ",18.770,18.650,"18.736 - 18.736",1100,100,607,606,"2:48pm - <b>18.736</b>","WisdomTree Australia New Zealan"
"AUSE",51.92,51.46,"51.61 - 51.85",100,100,2226,100,"2:55pm - <b>51.69</b>","WisdomTree Australia Dividend I"
"AXJL",60.21,59.91,N/A,500,200,156,N/A,"8:00pm - <b>60.63</b>","WisdomTree Asia Pacific ex-Japa"
"AXJV",50.1500,50.0800,"50.1100 - 50.2700",1000,600,903,500,"11:32am - <b>50.1726</b>","iShares Edge MSCI A Min Vol Asi"
"AYT",41.40,40.98,"41.13 - 41.63",200,500,4801,100,"10:17am - <b>41.35</b>","iPath GEMS Asia 8 ETN"
"BAB",31.3700,31.3400,"31.3130 - 31.4300",300,100,204428,526,"2:54pm - <b>31.3591</b>","PowerShares Build America Bond "
"BAL",46.44,46.35,"46.49 - 46.66",100,200,2980,300,"2:13pm - <b>46.59</b>","iPath Bloomberg Cotton Subindex"
"BBRC",16.050,15.820,"15.904 - 16.030",100,200,3064,450,"2:13pm - <b>15.996</b>","EGShares Beyond BRICs ETF"
"BCM",26.060,26.010,N/A,5100,5100,2,N/A,"8:00pm - <b>25.903</b>","iPath Pure Beta Broad Commodity"
"BDCL",18.69,18.67,"18.58 - 18.79",100,100,185846,100,"2:53pm - <b>18.69</b>","2xLeveraged Long Exchange Trade"
"BDCS",22.08,21.99,"21.92 - 22.09",100,100,23359,400,"2:48pm - <b>22.01</b>","UBS AG Exchange Traded Access S"
"BDCZ",33.00,11.01,N/A,200,700,0,N/A,"9:50am - <b>20.03</b>","ETRACS Wells Fargo Business Dev"
"BDD",5.89,5.58,"5.63 - 5.64",100,200,300,100,"9:30am - <b>5.64</b>","DB Base Metals Double Long Exch"
"BFOR",32.120,32.050,"32.020 - 32.200",3600,3600,8906,467,"2:45pm - <b>32.092</b>","Barron's 400"
"BIGD",24.68,24.56,N/A,1400,2400,100,N/A,"8:00pm - <b>24.98</b>","PureFunds ISE Big Data ETF"
"BIL",N/A,N/A,"45.720 - 45.730",N/A,N/A,661746,100,"2:54pm - <b>45.725</b>","SPDR Barclays 1-3 Month T-Bill "
"BIV",87.700,87.650,"87.610 - 87.770",600,300,551357,562,"2:54pm - <b>87.678</b>","Vanguard Intermediate-Term Bond"
"BIZD",17.7500,17.7000,"17.7005 - 17.7920",5700,300,27966,300,"2:50pm - <b>17.7005</b>","VanEck Vectors BDC Income ETF"
"BJK",35.80,35.63,"35.68 - 36.03",300,100,2774,100,"1:12pm - <b>35.68</b>","VanEck Vectors Gaming ETF"
"BKF",34.01,33.95,"33.99 - 34.17",400,400,14293,200,"2:48pm - <b>34.01</b>","iShares MSCI BRIC Index Fund"
"BKLN",23.19,23.18,"23.18 - 23.20",35600,214800,1705579,100,"2:55pm - <b>23.19</b>","PowerShares Exchange-Traded Fun"
"BLNG",35.70,35.58,"35.59 - 35.77",200,200,1738,100,"2:41pm - <b>35.59</b>","iPath Pure Beta Precious Metal "
"BLV",98.53,98.41,"98.28 - 98.67",300,200,159572,100,"2:53pm - <b>98.43</b>","Vanguard Long-Term Bond ETF"
"BND",84.1000,84.0900,"84.0500 - 84.1700",3000,1200,1407455,348,"2:55pm - <b>84.0764</b>","Vanguard Total Bond Market ETF"
"BNDS",59.31,59.21,"59.22 - 59.34",2800,900,117555,100,"2:50pm - <b>59.30</b>","SPDR Barclays Aggregate Bond ET"
"BNO",13.85,13.84,"13.74 - 14.03",3000,3300,128897,3292,"2:40pm - <b>13.85</b>","United States Brent Oil Fund, L"
"BOIL",16.12,16.04,"15.78 - 16.21",900,600,32162,101,"2:21pm - <b>16.04</b>","ProShares Ultra Bloomberg Natur"
"BOM",19.13,16.30,N/A,100,100,0,N/A,"8:00pm - <b>17.22</b>","DB Base Metals Double Short Exc"
"BOND",107.74,107.70,"107.66 - 107.75",300,100,139393,645,"2:49pm - <b>107.69</b>","PIMCO Total Return Active Excha"
