Symbol,Ask,Bid,Range,AskSize,BidSize,Volume,LastTradeSize,LastTradeWithTime,Name
"ZAZZT",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ZBZZT",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ZCZZT",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ZJZZT",N/A,N/A,"12.00 - 12.00",N/A,N/A,127632,127632,"10:01am - <b>12.00</b>","NASDAQ TEST STOCK"
"ZVZZC",N/A,N/A,N/A,N/A,N/A,0,N/A,"4:44pm - <b>100.01</b>","NASDAQ TEST STOCK Nextshares Te"
"ZVZZT",10.02,10.01,"9.99 - 10.04",156800,1600,4145857,100,"3:00pm - <b>10.01</b>","NASDAQ TEST STOCK"
"ZWZZT",200000.00,0.00,"10.01 - 11.50",100,100,360150,359850,"10:00am - <b>11.50</b>","NASDAQ TEST STOCK"
"ZXYZ.A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ZXZZT",1.4400,0.0070,"0.0100 - 97.8100",600,1500,46876,100,"2:56pm - <b>0.8557</b>","NASDAQ TEST STOCK"
